,Name,Users
2662,492001,205399
2663,495001,165049
2664,497001,117695
2665,491001,99908
2666,491441,88935
2667,496005,81517
2668,492009,76560
2669,490023,76521
2670,495450,66184
2671,494001,65456
2672,raipur,917950
2673,durg,568361
2674,bilaspur,474660
2675,raigarh,354087
2676,janjgir champa,346366
2677,korba,279897
2678,rajnandgaon,232140
2679,baloda bazar,205941
2680,surguja,171276
2681,mahasamund,161893
2682,492001,219691
2683,495001,176348
2684,497001,126575
2685,491001,106903
2686,491441,95381
2687,496005,87358
2688,492009,81992
2689,490023,81694
2690,495450,70959
2691,494001,70221
2692,raipur,979741
2693,durg,604621
2694,bilaspur,506449
2695,raigarh,378507
2696,janjgir champa,368980
2697,korba,299191
2698,rajnandgaon,248230
2699,baloda bazar,220188
2700,surguja,183559
2701,mahasamund,173519
2702,492001,234198
2703,495001,187901
2704,497001,135215
2705,491001,113772
2706,491441,101670
2707,496005,93194
2708,492009,87424
2709,490023,86886
2710,495450,75706
2711,494001,74989
2712,raipur,1038105
2713,durg,639688
2714,bilaspur,537617
2715,raigarh,403164
2716,janjgir champa,392285
2717,korba,317604
2718,rajnandgaon,264326
2719,baloda bazar,234464
2720,surguja,195440
2721,mahasamund,185227
2722,492001,247599
2723,495001,198702
2724,497001,143644
2725,491001,120368
2726,491441,107760
2727,496005,98838
2728,492009,92386
2729,490023,91792
2730,495450,80200
2731,494001,79440
2732,raipur,1093318
2733,durg,672947
2734,bilaspur,566475
2735,raigarh,425526
2736,janjgir champa,414133
2737,korba,334672
2738,rajnandgaon,278724
2739,baloda bazar,247634
2740,surguja,206354
2741,mahasamund,195406
2742,492001,260351
2743,495001,209069
2744,497001,151503
2745,491001,126583
2746,491441,113505
2747,496005,104122
2748,492009,97149
2749,490023,96605
2750,495450,84459
2751,494001,83653
2752,raipur,1150501
2753,durg,707241
2754,bilaspur,596003
2755,raigarh,448366
2756,janjgir champa,436349
2757,korba,352198
2758,rajnandgaon,292804
2759,baloda bazar,260632
2760,surguja,217313
2761,mahasamund,205270
2762,492001,273586
2763,495001,219881
2764,497001,159641
2765,491001,133077
2766,491441,119363
2767,496005,109817
2768,492009,102118
2769,490023,101541
2770,495450,88925
2771,494001,88104
2772,raipur,1205632
2773,durg,740173
2774,bilaspur,622644
2775,raigarh,468010
2776,janjgir champa,455430
2777,korba,368179
2778,rajnandgaon,304353
2779,baloda bazar,271259
2780,surguja,226706
2781,mahasamund,213189
2782,492001,286884
2783,495001,230659
2784,497001,167148
2785,491001,139295
2786,491441,124619
2787,496005,115217
2788,492009,107033
2789,490023,106532
2790,495450,93326
2791,494001,92244
2792,raipur,1260366
2793,durg,773280
2794,bilaspur,651084
2795,raigarh,489890
2796,janjgir champa,476533
2797,korba,384883
2798,rajnandgaon,317976
2799,baloda bazar,283757
2800,surguja,237340
2801,mahasamund,222989
2802,492001,299741
2803,495001,241101
2804,497001,175004
2805,491001,145556
2806,491441,130250
2807,496005,120618
2808,492009,111857
2809,490023,111318
2810,495450,97597
2811,494001,96517
2812,raipur,1308762
2813,durg,803101
2814,bilaspur,677776
2815,raigarh,511511
2816,janjgir champa,497925
2817,korba,401398
2818,rajnandgaon,332345
2819,baloda bazar,296661
2820,surguja,248004
2821,mahasamund,233538
2822,492001,310425
2823,495001,249785
2824,497001,182451
2825,491001,151138
2826,491441,135501
2827,496005,125306
2828,492009,115855
2829,490023,115541
2830,495450,101392
2831,494001,100315
2832,raipur,1360842
2833,durg,834591
2834,bilaspur,705698
2835,raigarh,532938
2836,janjgir champa,518847
2837,korba,418027
2838,rajnandgaon,346368
2839,baloda bazar,309128
2840,surguja,258533
2841,mahasamund,243585
2842,492001,322356
2843,495001,259634
2844,497001,189873
2845,491001,157089
2846,491441,140800
2847,496005,130435
2848,492009,120315
2849,490023,119960
2850,495450,105476
2851,494001,104414
2852,dadra and nagar haveli,32028
2853,daman,18677
2854,diu,2553
2855,396230,26888
2856,396210,12153
2857,396215,6390
2858,396235,5140
2859,362520,1330
2860,362571,767
2861,362540,365
2862,396220,134
2863,362570,91
2864,dadra and nagar haveli,43085
2865,daman,25144
2866,diu,3229
2867,396230,36053
2868,396210,16275
2869,396215,8687
2870,396235,7032
2871,362520,1728
2872,362571,930
2873,362540,463
2874,396220,182
2875,362570,108
2876,dadra and nagar haveli,55626
2877,daman,32651
2878,diu,3830
2879,396230,46381
2880,396210,20999
2881,396215,11408
2882,396235,9245
2883,362520,2056
2884,362571,1076
2885,362540,573
2886,396220,244
2887,362570,125
2888,dadra and nagar haveli,69833
2889,daman,42069
2890,diu,4609
2891,396230,58055
2892,396210,27039
2893,396215,14722
2894,396235,11778
2895,362520,2456
2896,362571,1336
2897,362540,686
2898,396220,308
2899,362570,131
2900,dadra and nagar haveli,83987
2901,daman,51093
2902,diu,5452
2903,396230,69568
2904,396210,32703
2905,396215,18018
2906,396235,14419
2907,362520,2879
2908,362571,1582
2909,362540,842
2910,396220,372
2911,362570,149
2912,dadra and nagar haveli,94382
2913,daman,58005
2914,diu,6193
2915,396230,78132
2916,396210,37160
2917,396215,20428
2918,396235,16250
2919,362520,3291
2920,362571,1785
2921,362540,947
2922,396220,417
2923,362570,170
2924,dadra and nagar haveli,105329
2925,daman,64854
2926,diu,6746
2927,396230,87039
2928,396210,41395
2929,396215,22996
2930,396235,18290
2931,362520,3618
2932,362571,1908
2933,362540,1044
2934,396220,463
2935,362570,176
2936,dadra and nagar haveli,117805
2937,daman,72470
2938,diu,7323
2939,396230,97116
2940,396210,46041
2941,396215,25932
2942,396235,20689
2943,362520,3953
2944,362571,2041
2945,362540,1138
2946,396220,497
2947,362570,191
2948,dadra and nagar haveli,130255
2949,daman,80329
2950,diu,7912
2951,396230,107112
2952,396210,50829
2953,396215,28959
2954,396235,23143
2955,362520,4269
2956,362571,2223
2957,362540,1217
2958,396220,541
2959,362570,203
2960,dadra and nagar haveli,146003
2961,daman,90016
2962,diu,8795
2963,396230,119858
2964,396210,56796
2965,396215,32569
2966,396235,26145
2967,362520,4635
2968,362571,2541
2969,362540,1398
2970,396220,651
2971,362570,221
2972,dadra and nagar haveli,160183
2973,daman,98108
2974,diu,9655
2975,396230,131460
2976,396210,61967
2977,396215,35428
2978,396235,28723
2979,362520,5010
2980,362571,2821
2981,362540,1581
2982,396220,713
2983,362570,243
2984,dadra and nagar haveli,177432
2985,daman,108511
2986,diu,10550
2987,396230,145541
2988,396210,68594
2989,396215,39109
2990,396235,31891
2991,362520,5447
2992,362571,3079
2993,362540,1750
2994,396220,808
2995,362570,274
2996,dadra and nagar haveli,192262
2997,daman,117728
2998,diu,11406
2999,396230,157679
3000,396210,74340
3001,396215,42510
3002,396235,34583
3003,362520,5885
3004,362571,3337
3005,362540,1890
3006,396220,878
3007,362570,294
3008,dadra and nagar haveli,206516
3009,daman,126258
3010,diu,12220
3011,396230,169433
3012,396210,79673
3013,396215,45646
3014,396235,37083
3015,362520,6307
3016,362571,3577
3017,362540,2027
3018,396220,939
3019,362570,309
3020,dadra and nagar haveli,222731
3021,daman,135976
3022,diu,13167
3023,396230,182708
3024,396210,85704
3025,396215,49261
3026,396235,40023
3027,362520,6787
3028,362571,3850
3029,362540,2189
3030,396220,1011
3031,362570,341
3032,dadra and nagar haveli,239110
3033,daman,145806
3034,diu,14047
3035,396230,196135
3036,396210,91807
3037,396215,52915
3038,396235,42975
3039,362520,7231
3040,362571,4107
3041,362540,2349
3042,396220,1084
3043,362570,360
3044,dadra and nagar haveli,254577
3045,daman,155029
3046,diu,14964
3047,396230,208830
3048,396210,97488
3049,396215,56396
3050,396235,45747
3051,362520,7714
3052,362571,4360
3053,362540,2504
3054,396220,1145
3055,362570,386
3056,dadra and nagar haveli,269344
3057,daman,163861
3058,diu,15811
3059,396230,220980
3060,396210,103014
3061,396215,59641
3062,396235,48364
3063,362520,8149
3064,362571,4611
3065,362540,2642
3066,396220,1206
3067,362570,409
3068,dadra and nagar haveli,284923
3069,daman,173219
3070,diu,16665
3071,396230,233674
3072,396210,108872
3073,396215,63078
3074,396235,51249
3075,362520,8564
3076,362571,4883
3077,362540,2790
3078,396220,1269
3079,362570,428
3080,dadra and nagar haveli,300217
3081,daman,182481
3082,diu,17427
3083,396230,246264
3084,396210,114561
3085,396215,66595
3086,396235,53953
3087,362520,8942
3088,362571,5114
3089,362540,2925
3090,396220,1325
3091,362570,446
3092,dadra and nagar haveli,314951
3093,daman,191432
3094,diu,18234
3095,396230,258320
3096,396210,120136
3097,396215,69913
3098,396235,56631
3099,362520,9335
3100,362571,5384
3101,362540,3057
3102,396220,1383
3103,362570,458
3104,dadra and nagar haveli,328125
3105,daman,199267
3106,diu,18972
3107,396230,269152
3108,396210,124984
3109,396215,72836
3110,396235,58973
3111,362520,9700
3112,362571,5612
3113,362540,3177
3114,396220,1447
3115,362570,483
3116,dadra and nagar haveli,341846
3117,daman,207437
3118,diu,19752
3119,396230,280334
3120,396210,130050
3121,396215,75883
3122,396235,61512
3123,362520,10090
3124,362571,5845
3125,362540,3309
3126,396220,1504
3127,362570,508
3128,west,308558
3129,south east delhi,251213
3130,north west,223679
3131,new delhi,212008
3132,central delhi,202723
3133,south west,179197
3134,north,173622
3135,east,169295
3136,south,156706
3137,shahdara,114549
3138,110059,95496
3139,110092,83600
3140,110085,61333
3141,110086,59970
3142,110044,55765
3143,110096,50625
3144,110041,47451
3145,110043,46307
3146,110084,44143
3147,110042,42647
3148,west,406877
3149,south east delhi,333350
3150,north west,294038
3151,new delhi,282319
3152,central delhi,267154
3153,south west,236789
3154,north,227958
3155,east,221449
3156,south,206935
3157,shahdara,152113
3158,110059,124901
3159,110092,108175
3160,110086,79557
3161,110085,79225
3162,110044,73732
3163,110096,66744
3164,110041,63649
3165,110043,60887
3166,110084,57380
3167,110042,56366
3168,west,515854
3169,south east delhi,423177
3170,north west,376806
3171,new delhi,363140
3172,central delhi,340549
3173,south west,297663
3174,north,290251
3175,east,280847
3176,south,264628
3177,shahdara,192430
3178,110059,156028
3179,110092,136676
3180,110085,101332
3181,110086,100850
3182,110044,91279
3183,110096,84164
3184,110041,80112
3185,110043,74435
3186,110084,71154
3187,110042,71056
3188,west,686653
3189,south east delhi,564640
3190,north west,496928
3191,new delhi,470991
3192,central delhi,446787
3193,south west,393208
3194,north,379177
3195,east,373139
3196,south,344311
3197,shahdara,257785
3198,110059,206537
3199,110092,177133
3200,110086,133412
3201,110085,132600
3202,110044,121802
3203,110096,114255
3204,110041,106984
3205,110043,98358
3206,110042,95335
3207,110094,94322
3208,west,820526
3209,south east delhi,671667
3210,north west,583438
3211,new delhi,558516
3212,central delhi,529918
3213,south west,467571
3214,north,447987
3215,east,439639
3216,south,407519
3217,shahdara,310351
3218,110059,246566
3219,110092,206805
3220,110086,158267
3221,110085,152640
3222,110044,145716
3223,110096,135423
3224,110041,129476
3225,110043,117835
3226,110094,114562
3227,110042,113898
3228,west,919096
3229,south east delhi,749218
3230,north west,649377
3231,new delhi,637526
3232,central delhi,596940
3233,south west,519422
3234,north,502570
3235,east,487121
3236,south,453829
3237,shahdara,352312
3238,110059,274593
3239,110092,228546
3240,110086,177199
3241,110085,167307
3242,110044,162716
3243,110096,150097
3244,110041,146820
3245,110043,131498
3246,110094,130660
3247,110042,129008
3248,west,1008836
3249,south east delhi,821304
3250,north west,709448
3251,new delhi,705546
3252,central delhi,658985
3253,south west,567496
3254,north,554029
3255,east,532254
3256,south,498200
3257,shahdara,391827
3258,110059,300007
3259,110092,248727
3260,110086,194575
3261,110085,180186
3262,110044,178410
3263,110096,164301
3264,110041,163228
3265,110001,148352
3266,110094,146798
3267,110043,144276
3268,west,1081496
3269,south east delhi,883080
3270,north west,758620
3271,new delhi,757888
3272,central delhi,711015
3273,south west,605482
3274,north,598910
3275,east,568283
3276,south,533716
3277,shahdara,425305
3278,110059,320535
3279,110092,264380
3280,110086,209488
3281,110044,192424
3282,110085,189774
3283,110041,177838
3284,110096,176194
3285,110094,161096
3286,110001,160180
3287,110053,156000
3288,west,1160353
3289,south east delhi,947535
3290,north west,814249
3291,new delhi,810489
3292,central delhi,765149
3293,north,648654
3294,south west,644981
3295,east,604768
3296,south,570329
3297,shahdara,460186
3298,110059,342152
3299,110092,280039
3300,110086,226703
3301,110044,207511
3302,110085,200098
3303,110041,194243
3304,110096,187975
3305,110094,175645
3306,110001,171087
3307,110053,170522
3308,west,1243875
3309,south east delhi,1011931
3310,north west,877218
3311,new delhi,858515
3312,central delhi,821609
3313,north,704186
3314,south west,688199
3315,east,641233
3316,south,608062
3317,shahdara,498710
3318,110059,365614
3319,110092,295000
3320,110086,246312
3321,110044,223161
3322,110041,211987
3323,110085,211869
3324,110096,199631
3325,110094,192135
3326,110053,186853
3327,110042,186007
3328,west,1343895
3329,south east delhi,1088989
3330,north west,946954
3331,new delhi,912051
3332,central delhi,888536
3333,north,763389
3334,south west,739034
3335,east,685955
3336,south,651616
3337,shahdara,543831
3338,110059,393571
3339,110092,314384
3340,110086,267186
3341,110044,240937
3342,110041,231602
3343,110085,225882
3344,110096,213595
3345,110094,210508
3346,110053,205752
3347,110042,202151
3348,west,1451042
3349,south east delhi,1174221
3350,north west,1019187
3351,new delhi,971715
3352,central delhi,962750
3353,north,827019
3354,south west,792331
3355,east,734091
3356,south,699303
3357,shahdara,591192
3358,110059,423149
3359,110092,335783
3360,110086,288308
3361,110044,259476
3362,110041,252304
3363,110085,241334
3364,110094,230259
3365,110096,228635
3366,110053,226890
3367,110042,219941
3368,west,1559112
3369,south east delhi,1260645
3370,north west,1094464
3371,new delhi,1039016
3372,central delhi,1035060
3373,north,890194
3374,south west,849223
3375,east,786308
3376,south,749173
3377,shahdara,636908
3378,110059,454201
3379,110092,359376
3380,110086,310419
3381,110044,278606
3382,110041,272303
3383,110085,257921
3384,110094,248570
3385,110053,245562
3386,110096,245046
3387,110042,237271
3388,west,1666267
3389,south east delhi,1346063
3390,north west,1170137
3391,new delhi,1108471
3392,central delhi,1105640
3393,north,952374
3394,south west,906878
3395,east,839185
3396,south,799590
3397,shahdara,681073
3398,110059,485328
3399,110092,383095
3400,110086,332618
3401,110044,297678
3402,110041,291909
3403,110085,275085
3404,110094,266143
3405,110053,262977
3406,110096,261791
3407,110042,254105
3408,west,1785309
3409,south east delhi,1441462
3410,north west,1254464
3411,new delhi,1185588
3412,central delhi,1184217
3413,north,1022251
3414,south west,971552
3415,east,898137
3416,south,855177
3417,shahdara,730209
3418,110059,520096
3419,110092,409520
3420,110086,357590
3421,110044,319096
3422,110041,314015
3423,110085,293937
3424,110094,285714
3425,110053,282380
3426,110096,280334
3427,110042,273110
3428,west,1905278
3429,south east delhi,1537814
3430,north west,1339480
3431,central delhi,1263911
3432,new delhi,1263818
3433,north,1093028
3434,south west,1036466
3435,east,957392
3436,south,911399
3437,shahdara,779798
3438,110059,555449
3439,110092,436075
3440,110086,382858
3441,110044,340833
3442,110041,336405
3443,110085,312819
3444,110094,305422
3445,110053,301988
3446,110096,299233
3447,110042,292597
3448,west,2017435
3449,south east delhi,1628157
3450,north west,1419688
3451,central delhi,1338465
3452,new delhi,1336911
3453,north,1159277
3454,south west,1097016
3455,east,1013024
3456,south,963775
3457,shahdara,826148
3458,110059,588266
3459,110092,460951
3460,110086,406863
3461,110044,361314
3462,110041,357509
3463,110085,330413
3464,110094,324145
3465,110053,320362
3466,110096,316906
3467,110042,310672
3468,west,2124626
3469,south east delhi,1714507
3470,north west,1496002
3471,central delhi,1409776
3472,new delhi,1406687
3473,north,1222605
3474,south west,1155288
3475,east,1066632
3476,south,1013938
3477,shahdara,870461
3478,110059,619737
3479,110092,484816
3480,110086,429566
3481,110044,381041
3482,110041,377721
3483,110085,347243
3484,110094,341936
3485,110053,337770
3486,110096,333973
3487,110042,328052
3488,west,2235907
3489,south east delhi,1804123
3490,north west,1575473
3491,central delhi,1483786
3492,new delhi,1479669
3493,north,1288507
3494,south west,1215697
3495,east,1121596
3496,south,1065631
3497,shahdara,917096
3498,110059,652328
3499,110092,509260
3500,110086,453393
3501,110044,401386
3502,110041,398712
3503,110085,364644
3504,110094,360554
3505,110053,356138
3506,110096,351480
3507,110042,346285
3508,west,2348063
3509,south east delhi,1894776
3510,north west,1655730
3511,central delhi,1558400
3512,new delhi,1552874
3513,north,1354521
3514,south west,1275864
3515,east,1177294
3516,south,1117981
3517,shahdara,963656
3518,110059,685596
3519,110092,534009
3520,110086,477514
3521,110044,422192
3522,110041,419823
3523,110085,382113
3524,110094,379346
3525,110053,374689
3526,110096,369272
3527,110042,364573
3528,west,2453869
3529,south east delhi,1980915
3530,north west,1731494
3531,central delhi,1629248
3532,new delhi,1622600
3533,north,1416994
3534,south west,1333347
3535,east,1230290
3536,south,1167338
3537,shahdara,1007880
3538,110059,716856
3539,110092,557488
3540,110086,500213
3541,110044,441996
3542,110041,439789
3543,110085,398902
3544,110094,397220
3545,110053,392197
3546,110096,386108
3547,110042,381910
3548,west,2546575
3549,south east delhi,2055408
3550,north west,1798636
3551,central delhi,1690547
3552,new delhi,1682305
3553,north,1471979
3554,south west,1383364
3555,east,1275831
3556,south,1209741
3557,shahdara,1046614
3558,110059,744061
3559,110092,577301
3560,110086,520976
3561,110044,459541
3562,110041,457756
3563,110094,413225
3564,110085,413127
3565,110053,407624
3566,110096,400907
3567,110042,397341
3568,west,2641529
3569,south east delhi,2133173
3570,north west,1866671
3571,central delhi,1754227
3572,new delhi,1744588
3573,north,1528582
3574,south west,1435544
3575,east,1322844
3576,south,1254751
3577,shahdara,1086372
3578,110059,772107
3579,110092,598195
3580,110086,540985
3581,110044,477143
3582,110041,475553
3583,110094,429279
3584,110085,428343
3585,110053,423667
3586,110096,415834
3587,110042,413005
3588,north goa,57769
3589,south goa,34167
3590,403516,6466
3591,403601,5251
3592,403001,5240
3593,403401,5138
3594,403802,3850
3595,403722,3844
3596,403507,3831
3597,403521,2841
3598,403515,2443
3599,403509,2386
3600,north goa,76192
3601,south goa,45982
3602,403516,8301
3603,403001,7089
3604,403601,6974
3605,403401,6685
3606,403722,5343
3607,403802,5119
3608,403507,4991
3609,403521,3804
3610,403515,3277
3611,403509,3077
3612,north goa,95307
3613,south goa,58495
3614,403516,9997
3615,403001,8932
3616,403601,8721
3617,403401,8256
3618,403722,7084
3619,403802,6453
3620,403507,6272
3621,403521,4797
3622,403515,4153
3623,403801,3775
3624,north goa,121001
3625,south goa,74349
3626,403516,12486
3627,403001,11471
3628,403601,10977
3629,403401,10356
3630,403722,9148
3631,403802,8151
3632,403507,7980
3633,403521,6106
3634,403515,5194
3635,403509,4753
3636,north goa,147802
3637,south goa,90350
3638,403516,15021
3639,403001,14063
3640,403601,13406
3641,403401,12431
3642,403722,11012
3643,403802,9859
3644,403507,9777
3645,403521,7471
3646,403515,6247
3647,403512,5763
3648,north goa,173002
3649,south goa,105938
3650,403516,17020
3651,403001,16546
3652,403601,15906
3653,403401,14462
3654,403722,12443
3655,403802,11642
3656,403507,11602
3657,403521,8708
3658,403515,7164
3659,403512,6805
3660,north goa,197361
3661,south goa,119833
3662,403516,19191
3663,403001,18952
3664,403601,18205
3665,403401,16425
3666,403722,13795
3667,403507,13252
3668,403802,13185
3669,403521,10022
3670,403515,8059
3671,403512,7853
3672,north goa,220385
3673,south goa,133161
3674,403516,21230
3675,403001,20952
3676,403601,20128
3677,403401,18284
3678,403722,15231
3679,403507,14800
3680,403802,14490
3681,403521,11139
3682,403515,8917
3683,403512,8854
3684,north goa,244309
3685,south goa,147591
3686,403516,23160
3687,403001,22905
3688,403601,22252
3689,403401,20276
3690,403722,16611
3691,403507,16487
3692,403802,16084
3693,403521,12266
3694,403512,9989
3695,403515,9727
3696,north goa,267533
3697,south goa,163106
3698,403001,24693
3699,403601,24596
3700,403516,24526
3701,403401,22379
3702,403507,18333
3703,403722,17947
3704,403802,17824
3705,403521,13409
3706,403512,11037
3707,403515,10353
3708,north goa,294195
3709,south goa,180767
3710,403601,27208
3711,403001,26737
3712,403516,26198
3713,403401,24797
3714,403507,20441
3715,403802,19674
3716,403722,19552
3717,403521,14524
3718,403512,12307
3719,403515,11111
3720,north goa,326479
3721,south goa,201105
3722,403601,30363
3723,403001,29484
3724,403516,28745
3725,403401,27577
3726,403507,22919
3727,403802,21866
3728,403722,21365
3729,403521,16004
3730,403512,13802
3731,403515,12169
3732,north goa,352593
3733,south goa,217442
3734,403601,32812
3735,403001,31639
3736,403516,31109
3737,403401,29759
3738,403507,24789
3739,403802,23590
3740,403722,23019
3741,403521,17278
3742,403512,15009
3743,403515,13117
3744,north goa,376703
3745,south goa,232403
3746,403601,35016
3747,403001,33753
3748,403516,33166
3749,403401,31770
3750,403507,26546
3751,403802,25160
3752,403722,24578
3753,403521,18403
3754,403512,16035
3755,403515,13992
3756,north goa,403952
3757,south goa,249506
3758,403601,37507
3759,403001,36113
3760,403516,35395
3761,403401,34083
3762,403507,28444
3763,403802,26955
3764,403722,26342
3765,403521,19690
3766,403512,17249
3767,403515,14917
3768,north goa,430814
3769,south goa,266364
3770,403601,39985
3771,403001,38489
3772,403516,37615
3773,403401,36388
3774,403507,30339
3775,403802,28748
3776,403722,28215
3777,403521,20963
3778,403512,18476
3779,403515,15851
3780,north goa,456250
3781,south goa,282378
3782,403601,42284
3783,403001,40658
3784,403516,39737
3785,403401,38530
3786,403507,32152
3787,403802,30460
3788,403722,29946
3789,403521,22153
3790,403512,19621
3791,403515,16746
3792,north goa,480353
3793,south goa,297426
3794,403601,44524
3795,403001,42745
3796,403516,41711
3797,403401,40592
3798,403507,33849
3799,403802,32057
3800,403722,31588
3801,403521,23291
3802,403512,20688
3803,403515,17575
3804,north goa,504946
3805,south goa,312884
3806,403601,46781
3807,403001,44871
3808,403516,43715
3809,403401,42722
3810,403507,35584
3811,403802,33724
3812,403722,33341
3813,403521,24473
3814,403512,21788
3815,403515,18401
3816,north goa,527826
3817,south goa,327376
3818,403601,49007
3819,403001,46997
3820,403516,45745
3821,403401,44729
3822,403507,37261
3823,403802,35405
3824,403722,35057
3825,403521,25628
3826,403512,22733
3827,403515,19246
3828,north goa,550554
3829,south goa,341631
3830,403601,51090
3831,403001,49009
3832,403516,47604
3833,403401,46716
3834,403507,38878
3835,403802,36991
3836,403722,36725
3837,403521,26694
3838,403512,23734
3839,403515,20070
3840,north goa,571111
3841,south goa,354909
3842,403601,52926
3843,403001,50691
3844,403516,49202
3845,403401,48492
3846,403507,40331
3847,403802,38360
3848,403722,38166
3849,403521,27648
3850,403512,24698
3851,403515,20746
3852,north goa,593176
3853,south goa,368655
3854,403601,54900
3855,403001,52510
3856,403516,51006
3857,403401,50416
3858,403507,41891
3859,403802,39799
3860,403722,39670
3861,403521,28680
3862,403512,25682
3863,403515,21511
3864,ahmadabad,572811
3865,surat,489852
3866,vadodara,205722
3867,rajkot,133017
3868,gandhinagar,118201
3869,bharuch,101575
3870,kachchh,97838
3871,mahesana,97004
3872,banas kantha,93506
3873,bhavnagar,87683
3874,395006,72275
3875,395010,45734
3876,395004,37825
3877,382350,32292
3878,394210,31969
3879,395003,30787
3880,382481,25321
3881,395009,23628
3882,396191,22824
3883,382415,22742
3884,ahmadabad,751746
3885,surat,652372
3886,vadodara,271730
3887,rajkot,174778
3888,gandhinagar,155539
3889,bharuch,134500
3890,kachchh,128064
3891,mahesana,127614
3892,banas kantha,125849
3893,bhavnagar,115812
3894,395006,94500
3895,395010,60175
3896,395004,49139
3897,394210,44190
3898,382350,41644
3899,395003,40881
3900,382481,32292
3901,396191,30464
3902,395009,30378
3903,382415,29895
3904,ahmadabad,919252
3905,surat,808005
3906,vadodara,335125
3907,rajkot,215459
3908,gandhinagar,190882
3909,bharuch,169322
3910,banas kantha,159591
3911,kachchh,158762
3912,mahesana,157274
3913,bhavnagar,141243
3914,395006,113391
3915,395010,73560
3916,395004,58525
3917,394210,56563
3918,395003,50366
3919,382350,49974
3920,396191,38490
3921,382481,38313
3922,395009,36563
3923,382415,36510
3924,ahmadabad,1212636
3925,surat,998807
3926,vadodara,421895
3927,rajkot,260602
3928,gandhinagar,242368
3929,bharuch,211843
3930,banas kantha,197774
3931,kachchh,195295
3932,mahesana,192493
3933,bhavnagar,173699
3934,395006,135881
3935,395010,89595
3936,394210,71909
3937,395004,69666
3938,382350,62863
3939,395003,62164
3940,382481,50895
3941,396191,48467
3942,382415,46926
3943,395009,44962
3944,ahmadabad,1450100
3945,surat,1180819
3946,vadodara,502520
3947,rajkot,304415
3948,gandhinagar,291858
3949,bharuch,252826
3950,banas kantha,239613
3951,kachchh,231871
3952,mahesana,230403
3953,valsad,209477
3954,395006,157558
3955,395010,104683
3956,394210,86656
3957,395004,79826
3958,382350,74106
3959,395003,73240
3960,382481,60080
3961,396191,58289
3962,382415,56346
3963,382345,53663
3964,ahmadabad,1656341
3965,surat,1338584
3966,vadodara,572031
3967,rajkot,345178
3968,gandhinagar,333056
3969,bharuch,284296
3970,banas kantha,271379
3971,kachchh,261458
3972,mahesana,259949
3973,valsad,238764
3974,395006,180042
3975,395010,117410
3976,394210,99259
3977,395004,88490
3978,382350,83582
3979,395003,82557
3980,382481,67372
3981,396191,66034
3982,382415,64402
3983,382345,61531
3984,ahmadabad,1848860
3985,surat,1481391
3986,vadodara,637678
3987,rajkot,384852
3988,gandhinagar,372464
3989,bharuch,315856
3990,banas kantha,301373
3991,mahesana,286652
3992,kachchh,285519
3993,valsad,266134
3994,395006,198132
3995,395010,128538
3996,394210,111163
3997,395004,95896
3998,382350,92274
3999,395003,90925
4000,382481,73913
4001,396191,73506
4002,382415,72158
4003,382345,68940
4004,ahmadabad,2015947
4005,surat,1624077
4006,vadodara,700817
4007,rajkot,426178
4008,gandhinagar,408526
4009,bharuch,350619
4010,banas kantha,339582
4011,mahesana,316985
4012,kachchh,314732
4013,valsad,296977
4014,395006,214322
4015,395010,138999
4016,394210,123670
4017,395004,103138
4018,382350,99646
4019,395003,98804
4020,396191,81666
4021,382481,79158
4022,382415,78997
4023,382345,75408
4024,ahmadabad,2185983
4025,surat,1772703
4026,vadodara,763969
4027,rajkot,469636
4028,gandhinagar,445290
4029,banas kantha,386212
4030,bharuch,384819
4031,mahesana,349897
4032,kachchh,347270
4033,valsad,330053
4034,395006,230047
4035,395010,149506
4036,394210,137283
4037,395004,110684
4038,395003,106915
4039,382350,106647
4040,396191,90365
4041,382415,86315
4042,382481,84353
4043,382345,82048
4044,ahmadabad,2384154
4045,surat,1935894
4046,vadodara,830759
4047,rajkot,522650
4048,gandhinagar,488351
4049,banas kantha,446603
4050,bharuch,423017
4051,mahesana,389562
4052,kachchh,385480
4053,valsad,372771
4054,395006,245129
4055,395010,160784
4056,394210,153681
4057,395004,119752
4058,395003,115539
4059,382350,115202
4060,396191,100064
4061,382415,95250
4062,382481,90515
4063,382345,90259
4064,ahmadabad,2580178
4065,surat,2092712
4066,vadodara,901492
4067,rajkot,573062
4068,gandhinagar,529771
4069,banas kantha,501471
4070,bharuch,462292
4071,mahesana,427950
4072,kachchh,423729
4073,valsad,410740
4074,395006,259468
4075,395010,173062
4076,394210,167802
4077,395004,127956
4078,395003,124692
4079,382350,123709
4080,396191,109788
4081,382415,103846
4082,382345,98070
4083,382481,96759
4084,ahmadabad,2787991
4085,surat,2278232
4086,vadodara,980658
4087,rajkot,627654
4088,gandhinagar,572461
4089,banas kantha,551645
4090,bharuch,508005
4091,kachchh,466855
4092,mahesana,464932
4093,valsad,452628
4094,395006,276969
4095,395010,187103
4096,394210,184572
4097,395004,137335
4098,395003,135529
4099,382350,133012
4100,396191,121067
4101,382415,112726
4102,382345,105910
4103,382481,103359
4104,ahmadabad,2999575
4105,surat,2458596
4106,vadodara,1053954
4107,rajkot,677301
4108,gandhinagar,615315
4109,banas kantha,598384
4110,bharuch,548541
4111,kachchh,505517
4112,mahesana,500511
