,Name,Users
12940,500039,140426
12941,500037,137674
12942,500016,131969
12943,502032,128750
12944,500032,127812
12945,hyderabad,2653534
12946,rangareddy,2313748
12947,medchal malkajgiri,1963353
12948,sangareddy,593360
12949,warangal urban,495066
12950,nalgonda,393199
12951,khammam,380382
12952,karimnagar,362986
12953,nizamabad,362663
12954,siddipet,269076
12955,500072,309469
12956,505001,191796
12957,500018,190988
12958,500008,161851
12959,500055,158980
12960,500039,148574
12961,500037,147485
12962,502032,137595
12963,500016,137551
12964,506002,135673
12965,hyderabad,2875965
12966,rangareddy,2495699
12967,medchal malkajgiri,2111567
12968,sangareddy,649580
12969,warangal urban,535485
12970,nalgonda,435022
12971,khammam,421101
12972,nizamabad,405678
12973,karimnagar,394328
12974,bhadradri kothagudem,297785
12975,500072,328018
12976,505001,207595
12977,500018,206235
12978,500008,177153
12979,500055,171640
12980,500039,159071
12981,500037,158992
12982,502032,148439
12983,506002,146501
12984,500016,145433
12985,hyderabad,3142385
12986,rangareddy,2704868
12987,medchal malkajgiri,2282695
12988,sangareddy,711551
12989,warangal urban,579306
12990,nalgonda,478409
12991,khammam,461801
12992,nizamabad,449731
12993,karimnagar,428019
12994,bhadradri kothagudem,328326
12995,500072,350832
12996,505001,224585
12997,500018,223960
12998,500008,196413
12999,500055,185974
13000,500037,172249
13001,500039,170938
13002,502032,160918
13003,506002,158383
13004,500013,157587
13005,hyderabad,3379663
13006,rangareddy,2906635
13007,medchal malkajgiri,2450573
13008,sangareddy,767476
13009,warangal urban,620947
13010,nalgonda,517727
13011,khammam,497818
13012,nizamabad,485751
13013,karimnagar,459407
13014,bhadradri kothagudem,354847
13015,500072,375272
13016,505001,240644
13017,500018,240435
13018,500008,211989
13019,500055,200132
13020,500037,185174
13021,500039,183186
13022,502032,172567
13023,506002,169755
13024,500013,169256
13025,hyderabad,3598337
13026,rangareddy,3097973
13027,medchal malkajgiri,2611159
13028,sangareddy,820387
13029,warangal urban,661592
13030,nalgonda,555043
13031,khammam,532589
13032,nizamabad,518801
13033,karimnagar,490218
13034,bhadradri kothagudem,380059
13035,500072,398987
13036,505001,256261
13037,500018,255966
13038,500008,225800
13039,500055,213471
13040,500037,197484
13041,500039,195017
13042,502032,183754
13043,506002,180657
13044,500013,180244
13045,hyderabad,3839513
13046,rangareddy,3310906
13047,medchal malkajgiri,2790387
13048,sangareddy,880907
13049,warangal urban,707591
13050,nalgonda,598288
13051,khammam,572647
13052,nizamabad,556044
13053,karimnagar,524929
13054,bhadradri kothagudem,409224
13055,500072,425197
13056,505001,273576
13057,500018,273534
13058,500008,241011
13059,500055,228448
13060,500037,211348
13061,500039,208214
13062,502032,196266
13063,506002,193005
13064,500013,192437
13065,hyderabad,4081185
13066,rangareddy,3523496
13067,medchal malkajgiri,2969740
13068,sangareddy,940845
13069,warangal urban,753613
13070,nalgonda,641044
13071,khammam,612314
13072,nizamabad,593223
13073,karimnagar,559456
13074,bhadradri kothagudem,438017
13075,500072,451595
13076,500018,290965
13077,505001,290945
13078,500008,256260
13079,500055,243565
13080,500037,225355
13081,500039,221494
13082,502032,208820
13083,506002,205418
13084,500013,204597
13085,hyderabad,4306136
13086,rangareddy,3722676
13087,medchal malkajgiri,3138387
13088,sangareddy,997988
13089,warangal urban,797162
13090,nalgonda,681754
13091,khammam,650223
13092,nizamabad,628661
13093,karimnagar,592752
13094,bhadradri kothagudem,465349
13095,500072,476073
13096,505001,307339
13097,500018,307198
13098,500008,270516
13099,500055,257896
13100,500037,238487
13101,500039,233903
13102,502032,220570
13103,506002,217091
13104,500013,215918
13105,hyderabad,4519625
13106,rangareddy,3911372
13107,medchal malkajgiri,3297882
13108,sangareddy,1051378
13109,warangal urban,838533
13110,nalgonda,719911
13111,khammam,685755
13112,nizamabad,662427
13113,karimnagar,624054
13114,bhadradri kothagudem,491003
13115,500072,499269
13116,505001,322881
13117,500018,322687
13118,500008,283921
13119,500055,271404
13120,500037,251090
13121,500039,245702
13122,502032,231698
13123,506002,228268
13124,500013,226654
13125,hyderabad,4739891
13126,rangareddy,4105107
13127,medchal malkajgiri,3463208
13128,sangareddy,1106571
13129,warangal urban,881363
13130,nalgonda,758377
13131,khammam,721877
13132,nizamabad,697031
13133,karimnagar,656534
13134,bhadradri kothagudem,517431
13135,500072,523196
13136,505001,339255
13137,500018,338708
13138,500008,297749
13139,500055,285477
13140,500037,264160
13141,500039,257830
13142,502032,243213
13143,506002,239974
13144,500013,237793
13145,hyderabad,4962214
13146,rangareddy,4296707
13147,medchal malkajgiri,3628619
13148,sangareddy,1159594
13149,warangal urban,923715
13150,nalgonda,793688
13151,khammam,755705
13152,nizamabad,729287
13153,karimnagar,687385
13154,bhadradri kothagudem,542203
13155,500072,547282
13156,505001,355528
13157,500018,354983
13158,500008,311735
13159,500055,299618
13160,500037,277467
13161,500039,270128
13162,502032,254815
13163,506002,251886
13164,500013,249027
13165,hyderabad,5176899
13166,rangareddy,4483193
13167,medchal malkajgiri,3787461
13168,sangareddy,1212607
13169,warangal urban,964802
13170,nalgonda,830827
13171,khammam,790500
13172,nizamabad,761985
13173,karimnagar,718193
13174,bhadradri kothagudem,567571
13175,500072,570652
13176,505001,371132
13177,500018,370648
13178,500008,325126
13179,500055,313173
13180,500037,290149
13181,500039,281889
13182,502032,265962
13183,506002,263096
13184,500013,259941
13185,hyderabad,5349842
13186,rangareddy,4638501
13187,medchal malkajgiri,3918732
13188,sangareddy,1259927
13189,warangal urban,1000275
13190,nalgonda,866073
13191,khammam,822976
13192,nizamabad,792269
13193,karimnagar,745882
13194,bhadradri kothagudem,591314
13195,500072,589156
13196,505001,384152
13197,500018,383392
13198,500008,336097
13199,500055,324513
13200,500037,300809
13201,500039,291440
13202,502032,275017
13203,506002,272675
13204,500013,268682
13205,hyderabad,5543537
13206,rangareddy,4809474
13207,medchal malkajgiri,4064256
13208,sangareddy,1310211
13209,warangal urban,1039220
13210,nalgonda,902281
13211,khammam,857112
13212,nizamabad,823846
13213,karimnagar,775594
13214,bhadradri kothagudem,616038
13215,500072,609887
13216,505001,398822
13217,500018,397544
13218,500008,348271
13219,500055,336960
13220,500037,312353
13221,500039,302139
13222,502032,285047
13223,506002,283154
13224,500013,278523
13225,west tripura,27242
13226,south tripura,5361
13227,sepahijala,4664
13228,gomati,4509
13229,north tripura,4432
13230,dhalai,3448
13231,khowai,3017
13232,unakoti,2484
13233,799001,5309
13234,799003,3658
13235,799006,2495
13236,799007,2179
13237,799002,2177
13238,799004,1852
13239,799114,1733
13240,799102,1720
13241,799155,1491
13242,799205,1320
13243,west tripura,40345
13244,south tripura,8068
13245,sepahijala,7217
13246,gomati,6973
13247,north tripura,6702
13248,dhalai,5549
13249,khowai,4674
13250,unakoti,3841
13251,799001,7739
13252,799003,5560
13253,799006,3607
13254,799002,3184
13255,799007,3184
13256,799004,2819
13257,799114,2609
13258,799102,2582
13259,799155,2382
13260,799205,2016
13261,west tripura,53531
13262,south tripura,12286
13263,sepahijala,10803
13264,gomati,10168
13265,north tripura,9771
13266,dhalai,8039
13267,khowai,6816
13268,unakoti,5460
13269,799001,10116
13270,799003,7364
13271,799006,4766
13272,799002,4214
13273,799007,4058
13274,799155,3959
13275,799004,3792
13276,799102,3730
13277,799114,3713
13278,799205,2889
13279,west tripura,67549
13280,south tripura,16426
13281,sepahijala,14973
13282,gomati,13542
13283,north tripura,13150
13284,dhalai,10877
13285,khowai,9488
13286,unakoti,7260
13287,799001,12625
13288,799003,9212
13289,799006,6036
13290,799002,5315
13291,799155,5088
13292,799007,5022
13293,799102,4865
13294,799114,4862
13295,799004,4839
13296,799205,3760
13297,west tripura,79732
13298,south tripura,19784
13299,sepahijala,18086
13300,gomati,16370
13301,north tripura,15986
13302,dhalai,13219
13303,khowai,11327
13304,unakoti,8750
13305,799001,14805
13306,799003,10956
13307,799006,7047
13308,799002,6123
13309,799155,5854
13310,799114,5790
13311,799102,5778
13312,799007,5767
13313,799004,5621
13314,799205,4515
13315,west tripura,93241
13316,south tripura,23743
13317,sepahijala,21673
13318,north tripura,19505
13319,gomati,19437
13320,dhalai,15893
13321,khowai,13523
13322,unakoti,10629
13323,799001,16798
13324,799003,13483
13325,799006,8140
13326,799002,7125
13327,799102,6905
13328,799114,6796
13329,799155,6631
13330,799004,6606
13331,799007,6544
13332,799205,5381
13333,west tripura,104949
13334,south tripura,26573
13335,sepahijala,24332
13336,north tripura,22522
13337,gomati,21722
13338,dhalai,18140
13339,khowai,15092
13340,unakoti,12126
13341,799001,18755
13342,799003,15422
13343,799006,9187
13344,799002,8029
13345,799102,7680
13346,799114,7570
13347,799004,7391
13348,799007,7245
13349,799155,7186
13350,799205,6016
13351,west tripura,114108
13352,south tripura,29753
13353,sepahijala,27322
13354,north tripura,25703
13355,gomati,24160
13356,dhalai,20609
13357,khowai,16819
13358,unakoti,13824
13359,799001,20197
13360,799003,16676
13361,799006,9937
13362,799002,8739
13363,799102,8512
13364,799114,8365
13365,799004,8090
13366,799155,8025
13367,799007,7836
13368,799205,6624
13369,west tripura,124538
13370,south tripura,32716
13371,sepahijala,30379
13372,north tripura,28648
13373,gomati,26688
13374,dhalai,22808
13375,khowai,18592
13376,unakoti,15593
13377,799001,21861
13378,799003,18173
13379,799006,10847
13380,799002,9526
13381,799102,9306
13382,799114,9131
13383,799004,8844
13384,799155,8712
13385,799007,8417
13386,799205,7325
13387,west tripura,137156
13388,south tripura,36522
13389,sepahijala,35017
13390,north tripura,32851
13391,gomati,30323
13392,dhalai,26043
13393,khowai,20922
13394,unakoti,17832
13395,799001,23830
13396,799003,19686
13397,799006,11961
13398,799102,10583
13399,799002,10419
13400,799114,10138
13401,799004,9850
13402,799155,9468
13403,799007,9103
13404,799205,8237
13405,west tripura,151432
13406,south tripura,40797
13407,sepahijala,39970
13408,north tripura,37284
13409,gomati,34073
13410,dhalai,29515
13411,khowai,23565
13412,unakoti,20095
13413,799001,26184
13414,799003,21525
13415,799006,13199
13416,799102,11961
13417,799002,11419
13418,799114,11221
13419,799004,10988
13420,799155,10417
13421,799007,9861
13422,799205,9264
13423,west tripura,163752
13424,south tripura,43899
13425,sepahijala,43722
13426,north tripura,40886
13427,gomati,37129
13428,dhalai,32210
13429,khowai,25507
13430,unakoti,22005
13431,799001,28351
13432,799003,23114
13433,799006,14333
13434,799102,12945
13435,799002,12369
13436,799114,12123
13437,799004,11861
13438,799155,11111
13439,799007,10586
13440,799205,9999
13441,west tripura,175841
13442,south tripura,47052
13443,sepahijala,46925
13444,north tripura,44051
13445,gomati,39920
13446,dhalai,34747
13447,khowai,27361
13448,unakoti,23739
13449,799001,30415
13450,799003,24761
13451,799006,15407
13452,799102,13875
13453,799002,13259
13454,799114,12991
13455,799004,12718
13456,799155,11835
13457,799007,11404
13458,799205,10728
13459,west tripura,188123
13460,sepahijala,50606
13461,south tripura,50556
13462,north tripura,47392
13463,gomati,42972
13464,dhalai,37460
13465,khowai,29432
13466,unakoti,25612
13467,799001,32443
13468,799003,26398
13469,799006,16480
13470,799102,14961
13471,799002,14184
13472,799114,13953
13473,799004,13618
13474,799155,12688
13475,799007,12171
13476,799205,11526
13477,west tripura,202122
13478,sepahijala,54797
13479,south tripura,54747
13480,north tripura,51321
13481,gomati,46535
13482,dhalai,40679
13483,khowai,31900
13484,unakoti,27828
13485,799001,34754
13486,799003,28328
13487,799006,17676
13488,799102,16110
13489,799002,15161
13490,799114,15042
13491,799004,14630
13492,799155,13681
13493,799007,13030
13494,799205,12462
13495,west tripura,215860
13496,sepahijala,58818
13497,south tripura,58777
13498,north tripura,55009
13499,gomati,49981
13500,dhalai,43705
13501,khowai,34253
13502,unakoti,29889
13503,799001,37053
13504,799003,30202
13505,799006,18860
13506,799102,17294
13507,799002,16156
13508,799114,16098
13509,799004,15668
13510,799155,14625
13511,799007,13875
13512,799205,13336
13513,west tripura,229161
13514,sepahijala,62906
13515,south tripura,62764
13516,north tripura,58694
13517,gomati,53356
13518,dhalai,46680
13519,khowai,36592
13520,unakoti,31971
13521,799001,39256
13522,799003,31986
13523,799006,20017
13524,799102,18503
13525,799002,17110
13526,799114,17110
13527,799004,16672
13528,799155,15580
13529,799007,14684
13530,799205,14236
13531,west tripura,242041
13532,sepahijala,66602
13533,south tripura,66478
13534,north tripura,62140
13535,gomati,56510
13536,dhalai,49424
13537,khowai,38683
13538,unakoti,33904
13539,799001,41385
13540,799003,33780
13541,799006,21113
13542,799102,19586
13543,799114,18129
13544,799002,18019
13545,799004,17628
13546,799155,16480
13547,799007,15483
13548,799205,14996
13549,west tripura,255161
13550,sepahijala,70255
13551,south tripura,70107
13552,north tripura,65452
13553,gomati,59506
13554,dhalai,52074
13555,khowai,40758
13556,unakoti,35830
13557,799001,43603
13558,799003,35586
13559,799006,22254
13560,799102,20683
13561,799114,19108
13562,799002,19010
13563,799004,18606
13564,799155,17384
13565,799007,16301
13566,799205,15835
13567,west tripura,267713
13568,sepahijala,73240
13569,south tripura,73117
13570,north tripura,68352
13571,gomati,62115
13572,dhalai,54280
13573,khowai,42490
13574,unakoti,37434
13575,799001,45881
13576,799003,37391
13577,799006,23420
13578,799102,21582
13579,799114,20070
13580,799002,19938
13581,799004,19534
13582,799155,18162
13583,799007,17130
13584,799205,16550
13585,west tripura,280021
13586,sepahijala,76900
13587,south tripura,76631
13588,north tripura,71616
13589,gomati,65137
13590,dhalai,56918
13591,khowai,44453
13592,unakoti,39208
13593,799001,47966
13594,799003,39083
13595,799006,24513
13596,799102,22645
13597,799114,21041
13598,799002,20863
13599,799004,20432
13600,799155,18988
13601,799007,17910
13602,799205,17294
13603,west tripura,291531
13604,sepahijala,80758
13605,south tripura,80248
13606,north tripura,74840
13607,gomati,68250
13608,dhalai,59728
13609,khowai,46636
13610,unakoti,41033
13611,799001,49774
13612,799003,40656
13613,799006,25471
13614,799102,23741
13615,799114,21944
13616,799002,21674
13617,799004,21308
13618,799155,19828
13619,799007,18612
13620,799205,18122
